Suzan & Freek,"
 �
Suzan & Freek
",Ziggo Dome,"Saturday, May 31, 2025","Death Metal, Pop, Acoustic, Dutch, Dutch Rock, Nederlands, and Dutch Pop."
Suzan & Freek,"
 �
Suzan & Freek
",Ziggo Dome,"Friday, May 30, 2025","Death Metal, Pop, Acoustic, Dutch, Dutch Rock, Nederlands, and Dutch Pop."
Friday,"
 �
Friday
",Melkweg,"Wednesday, May 28, 2025","Indie Rock, Shoegaze, Alternative, Indie Rockism, Modern Rock, Thai, Modern Alternative Rock, Thai Indie, Thai Indie Rock, Thai Pop, and Indonesian."
Suzan & Freek,"
 �
Suzan & Freek
",Ziggo Dome,"Sunday, May 25, 2025","Death Metal, Pop, Acoustic, Dutch, Dutch Rock, Nederlands, and Dutch Pop."
Suzan & Freek,"
 �
Suzan & Freek
",Ziggo Dome,"Saturday, May 24, 2025","Death Metal, Pop, Acoustic, Dutch, Dutch Rock, Nederlands, and Dutch Pop."
Suzan & Freek,"
 �
Suzan & Freek
",Ziggo Dome,"Friday, May 23, 2025","Death Metal, Pop, Acoustic, Dutch, Dutch Rock, Nederlands, and Dutch Pop."
Katherine Ryan,"
 �
Katherine Ryan
",Royal Theatre Carr� (Koninklijk Theater Carr�),"Friday, May 23, 2025","Canadian Comedy, Comedian, British Comedy, and The Masked Singer."
Hans Zimmer,"
 �
Hans Zimmer
",Ziggo Dome,"Saturday, February 28, 2026","Classical, Contemporary Classical, Instrumental, Modern Classical, Orchestral, German, Soundtrack, Video Game Music, Orchestral Soundtrack, European, Composer, Game, Soundtracks, German Soundtrack, Video Game, Film, Vgm, Film Soundtrack, and Cinematic Classical."
Acda en de Munnik,"
 �
Acda en de Munnik
",Ziggo Dome,"Saturday, October 11, 2025","Nederpop, Pop, Dutch, Dutch Rock, Dutch Pop, Nederlandstalig, and Dutch Cabaret."
Peter White / Eric Darius / Keiko Matsui / Kirk Whalum,"
 �
Peter White
 �
Eric Darius
 �
Keiko Matsui
 �
Kirk Whalum
",MS AMADEUS Brilliant,"Monday, October 06, 2025",
Peter White / Eric Darius / Keiko Matsui / Kirk Whalum,"
 �
Peter White
 �
Eric Darius
 �
Keiko Matsui
 �
Kirk Whalum
",MS AMADEUS Brilliant,"Sunday, October 05, 2025",
Peter White / Eric Darius / Keiko Matsui / Kirk Whalum,"
 �
Peter White
 �
Eric Darius
 �
Keiko Matsui
 �
Kirk Whalum
",MS AMADEUS Brilliant,"Saturday, October 04, 2025",
Peter White / Eric Darius / Keiko Matsui / Kirk Whalum,"
 �
Peter White
 �
Eric Darius
 �
Keiko Matsui
 �
Kirk Whalum
",MS AMADEUS Brilliant,"Friday, October 03, 2025",
Peter White / Eric Darius / Keiko Matsui / Kirk Whalum,"
 �
Peter White
 �
Eric Darius
 �
Keiko Matsui
 �
Kirk Whalum
",MS AMADEUS Brilliant,"Thursday, October 02, 2025",
Peter White / Eric Darius / Keiko Matsui / Kirk Whalum,"
 �
Peter White
 �
Eric Darius
 �
Keiko Matsui
 �
Kirk Whalum
",MS AMADEUS Brilliant,"Wednesday, October 01, 2025",
Peter White / Eric Darius / Keiko Matsui / Kirk Whalum,"
 �
Peter White
 �
Eric Darius
 �
Keiko Matsui
 �
Kirk Whalum
",MS AMADEUS Brilliant,"Tuesday, September 30, 2025",
Peter White / Eric Darius / Keiko Matsui / Kirk Whalum,"
 �
Peter White
 �
Eric Darius
 �
Keiko Matsui
 �
Kirk Whalum
",MS AMADEUS Brilliant,"Monday, September 29, 2025",
Imagine Dragons / Declan McKenna,"
 �
Imagine Dragons
 �
Declan McKenna
",Johan Cruijff ArenA,"Wednesday, July 09, 2025",
Maya Hawke,"
 �
Maya Hawke
",Paradiso,"Sunday, June 29, 2025","Folk, Indie, Indie Pop, Singer-Songwriter, Alternative, and Female Vocalists."
Yves Berendse,"
 �
Yves Berendse
",Ziggo Dome,"Friday, June 27, 2025",Netherlands and Kermis.
"""Dear Evan Hansen""","
 �
""Dear Evan Hansen""
",DeLaMar Theatre,"Thursday, June 26, 2025",Broadway and Show Tunes.
Dua Lipa,"
 �
Dua Lipa
",Ziggo Dome,"Wednesday, June 04, 2025","Alternative Pop, Contemporary R&B, Dance-Pop, Electropop, Europop, House, Hypnagogic Pop, Leftfield, Nu Disco, Pop, Synth-Pop, British, Female Vocalists, Synthpop, R&B, UK Pop, and Nuno."
Dua Lipa,"
 �
Dua Lipa
",Ziggo Dome,"Tuesday, June 03, 2025","Alternative Pop, Contemporary R&B, Dance-Pop, Electropop, Europop, House, Hypnagogic Pop, Leftfield, Nu Disco, Pop, Synth-Pop, British, Female Vocalists, Synthpop, R&B, UK Pop, and Nuno."
Suzan & Freek,"
 �
Suzan & Freek
",Ziggo Dome,"Sunday, June 01, 2025","Death Metal, Pop, Acoustic, Dutch, Dutch Rock, Nederlands, and Dutch Pop."
Suzan & Freek,"
 �
Suzan & Freek
",Suzan en Freek - Ziggo Dome,"Saturday, May 31, 2025","Death Metal, Pop, Acoustic, Dutch, Dutch Rock, Nederlands, and Dutch Pop."
Suzan & Freek,"
 �
Suzan & Freek
",Ziggo Dome,"Saturday, May 31, 2025","Death Metal, Pop, Acoustic, Dutch, Dutch Rock, Nederlands, and Dutch Pop."
Suzan & Freek,"
 �
Suzan & Freek
",Ziggo Dome,"Friday, May 30, 2025","Death Metal, Pop, Acoustic, Dutch, Dutch Rock, Nederlands, and Dutch Pop."
Friday,"
 �
Friday
",Melkweg,"Wednesday, May 28, 2025","Indie Rock, Shoegaze, Alternative, Indie Rockism, Modern Rock, Thai, Modern Alternative Rock, Thai Indie, Thai Indie Rock, Thai Pop, and Indonesian."
Suzan & Freek,"
 �
Suzan & Freek
",Ziggo Dome,"Sunday, May 25, 2025","Death Metal, Pop, Acoustic, Dutch, Dutch Rock, Nederlands, and Dutch Pop."
Suzan & Freek,"
 �
Suzan & Freek
",Ziggo Dome,"Saturday, May 24, 2025","Death Metal, Pop, Acoustic, Dutch, Dutch Rock, Nederlands, and Dutch Pop."
Suzan & Freek,"
 �
Suzan & Freek
",Ziggo Dome,"Friday, May 23, 2025","Death Metal, Pop, Acoustic, Dutch, Dutch Rock, Nederlands, and Dutch Pop."
Katherine Ryan,"
 �
Katherine Ryan
",Royal Theatre Carr� (Koninklijk Theater Carr�),"Friday, May 23, 2025","Canadian Comedy, Comedian, British Comedy, and The Masked Singer."
Steven Wilson,"
 �
Steven Wilson
",AFAS Live,"Thursday, May 22, 2025","Alternative Rock, Art Rock, Crossover Prog, Experimental, Folk, Pop, Progressive, Progressive Metal, Progressive Rock, Singer-Songwriter, Symphonic Rock, and Neo-Progressive."
Kimberose,"
 �
Kimberose
",Melkweg,"Sunday, May 18, 2025","Funk, Indie, Jazz, Pop, Pop Soul, Soul, French, R&B, French Indie Pop, French Pop, Nouvelle Chanson Francaise, Latin Viral Pop, Reggaeton Mexicano, and Urbano Mexicano."
The Lumineers / Michael Marcagi,"
 �
The Lumineers
 �
Michael Marcagi
",AFAS Live,"Saturday, May 17, 2025",
Soccer Mommy,"
 �
Soccer Mommy
",Paradiso,"Saturday, May 17, 2025","Art Pop, Bedroom Pop, Dream Pop, Indie, Indie Pop, Indie Rock, Lo-Fi, Singer-Songwriter, Bubblegrunge, and Small Room."
Sarah Millican,"
 �
Sarah Millican
",Royal Theatre Carr� (Koninklijk Theater Carr�),"Saturday, May 17, 2025","Comedy, British Comedy, and Standup."
The Lumineers,"
 �
The Lumineers
",AFAS Live,"Saturday, May 17, 2025","Americana, Folk, Folk Pop, Folk Rock, Indie, Indie Folk, Indie Pop, Piano Rock, Pop, Rock, Modern Rock, Neo Mellow, Stomp And Holler, and United States."
Douwe Bob,"
 �
Douwe Bob
",AFAS Live,"Friday, May 16, 2025","Country, Folk, Folk Rock, Singer-Songwriter, Dutch Indie, Dutch Rock, Dutch Pop, and Dutch Americana."
Sarah Millican,"
 �
Sarah Millican
",Royal Theatre Carr� (Koninklijk Theater Carr�),"Friday, May 16, 2025","Comedy, British Comedy, and Standup."
Jeff Arcuri,"
 �
Jeff Arcuri
",Royal Theatre Carr� (Koninklijk Theater Carr�),"Monday, May 12, 2025","New Comedy, T-Pop, Instrumental Bluegrass, and Thai Pop."
Rootsriders,"
 �
Rootsriders
",Melkweg,"Sunday, May 11, 2025","Pop, Reggae, Africa, and Nederreggae."
Goose,"
 �
Goose
",Melkweg,"Saturday, May 10, 2025","Dance-Punk, Electro, Electronic, Funk Rock, Indie Rock, Jam Band, New Rave, Progressive Rock, Rock, Belgian, Cosmic American, Belgian Rock, and Jamtronica."
Goose (Europe),"
 �
Goose (Europe)
",Melkweg,"Saturday, May 10, 2025","Dance-Punk, Glam Metal, Hard Rock, Heavy Metal, Jam Band, Metal, Rock, Album Oriented Rock (AOR), Swedish, Scandinavian, Beach House, Belgian Rock, Jamtronica, J-Poprock, and European."
Jack Kays,"
 �
Jack Kays
",Melkweg,"Thursday, May 08, 2025","Alternative Pop, Emo, Emo Rap, Hip Hop, Pop Punk, Pop Rap, Rock, Alternative, Sad Rap, and Cincinnati Rap."
Billie Eilish,"
 �
Billie Eilish
",Ziggo Dome,"Wednesday, May 07, 2025","Alternative Pop, Art Pop, Bedroom Pop, Downtempo, Electronica, Electropop, Indie, Indie Pop, Leftfield, Pop, Singer-Songwriter, Teen Pop, Female Vocalists, Alternative R&B, Dark Pop, and Buffalo Hip Hop."
Billi Eilish,"
 �
Billi Eilish
",Ziggo Dome,"Wednesday, May 07, 2025","Alternative Pop, Art Pop, Bedroom Pop, Contemporary R&B, Downtempo, Electronic, Electronica, Electropop, Indie Pop, Lo-Fi, Pop, Pop Rock, Singer-Songwriter, Teen Pop, Alt-Pop, Alternative R&B, and Dark Pop."
Finneas,"
 �
Finneas
",Paradiso,"Tuesday, May 06, 2025","Electropop, Indie, Indie Pop, Pop, Singer-Songwriter, Alternative, La Indie, Alt Z, and Pov: Indie."
Finneas,"
 �
Finneas
",Paradiso Grote Zaal (Main Hall),"Tuesday, May 06, 2025","Electropop, Indie, Indie Pop, Pop, Singer-Songwriter, Alternative, La Indie, Alt Z, and Pov: Indie."
Saving Grace / Robert Plant,"
 �
Saving Grace
 �
Robert Plant
",Royal Theatre Carr� (Koninklijk Theater Carr�),"Tuesday, May 06, 2025",
Billie Eilish,"
 �
Billie Eilish
",Ziggo Dome,"Monday, May 05, 2025","Alternative Pop, Art Pop, Bedroom Pop, Downtempo, Electronica, Electropop, Indie, Indie Pop, Leftfield, Pop, Singer-Songwriter, Teen Pop, Female Vocalists, Alternative R&B, Dark Pop, and Buffalo Hip Hop."
Billi Eilish,"
 �
Billi Eilish
",Ziggo Dome,"Monday, May 05, 2025","Alternative Pop, Art Pop, Bedroom Pop, Contemporary R&B, Downtempo, Electronic, Electronica, Electropop, Indie Pop, Lo-Fi, Pop, Pop Rock, Singer-Songwriter, Teen Pop, Alt-Pop, Alternative R&B, and Dark Pop."
Billi Eilish,"
 �
Billi Eilish
",Ziggo Dome,"Monday, May 05, 2025","Alternative Pop, Art Pop, Bedroom Pop, Contemporary R&B, Downtempo, Electronic, Electronica, Electropop, Indie Pop, Lo-Fi, Pop, Pop Rock, Singer-Songwriter, Teen Pop, Alt-Pop, Alternative R&B, and Dark Pop."
Billi Eilish,"
 �
Billi Eilish
",Ziggo Dome,"Monday, May 05, 2025","Alternative Pop, Art Pop, Bedroom Pop, Contemporary R&B, Downtempo, Electronic, Electronica, Electropop, Indie Pop, Lo-Fi, Pop, Pop Rock, Singer-Songwriter, Teen Pop, Alt-Pop, Alternative R&B, and Dark Pop."
Billi Eilish,"
 �
Billi Eilish
",Ziggo Dome,"Monday, May 05, 2025","Alternative Pop, Art Pop, Bedroom Pop, Contemporary R&B, Downtempo, Electronic, Electronica, Electropop, Indie Pop, Lo-Fi, Pop, Pop Rock, Singer-Songwriter, Teen Pop, Alt-Pop, Alternative R&B, and Dark Pop."
Billi Eilish,"
 �
Billi Eilish
",Ziggo Dome,"Sunday, May 04, 2025","Alternative Pop, Art Pop, Bedroom Pop, Contemporary R&B, Downtempo, Electronic, Electronica, Electropop, Indie Pop, Lo-Fi, Pop, Pop Rock, Singer-Songwriter, Teen Pop, Alt-Pop, Alternative R&B, and Dark Pop."
Billi Eilish,"
 �
Billi Eilish
",Ziggo Dome,"Sunday, May 04, 2025","Alternative Pop, Art Pop, Bedroom Pop, Contemporary R&B, Downtempo, Electronic, Electronica, Electropop, Indie Pop, Lo-Fi, Pop, Pop Rock, Singer-Songwriter, Teen Pop, Alt-Pop, Alternative R&B, and Dark Pop."
Billie Eilish,"
 �
Billie Eilish
",Ziggo Dome,"Sunday, May 04, 2025","Alternative Pop, Art Pop, Bedroom Pop, Downtempo, Electronica, Electropop, Indie, Indie Pop, Leftfield, Pop, Singer-Songwriter, Teen Pop, Female Vocalists, Alternative R&B, Dark Pop, and Buffalo Hip Hop."
Wesly Bronkhorst / Quincy,"
 �
Wesly Bronkhorst
 �
Quincy
",AFAS Live,"Saturday, May 03, 2025",
Alexandra Kay,"
 �
Alexandra Kay
",Bitterzoet,"Saturday, May 03, 2025","Contemporary Country, Country, Country Pop, and Modern Country Pop."
Cassia,"
 �
Cassia
","Paradiso Noord, Tolhuistuin","Thursday, May 01, 2025","Indie, Indie Pop, Nu Disco, Pop, Rock, English Indie Rock, and Manchester Indie."
AURORA,"
 �
AURORA
",Ziggo Dome,"Thursday, May 01, 2025","Art Pop, Chamber Pop, Dance, Dream Pop, Electropop, Folktronica, Indie Pop, Indietronica, Melodic Death Metal, Pop, Synth-Pop, Trance, Vocal Trance, Synthpop, Norwegian, Norway, and Norwegian Pop."
Twenty One Pilots,"
 �
Twenty One Pilots
",Ziggo Dome,"Wednesday, April 30, 2025","Alternative Hip Hop, Alternative Pop, Alternative Rock, Electronic, Electropop, Emo, Hip Hop, Indie, Indie Pop, Indie Rock, Indietronica, Piano Rock, Pop, Pop Rap, Pop Rock, Rap Rock, Rock, Tropical House, Alternative, and Rap."
Usher,"
 �
Usher
",Ziggo Dome,"Monday, April 28, 2025","Contemporary R&B, Dance-Pop, Hip Hop, Pop, Pop Rap, Soul, Rap, Urban Contemporary, R&B, Atl Hip Hop, Balearic, and South Carolina Hip Hop."
Usher,"
 �
Usher
",Ziggo Dome,"Saturday, April 26, 2025","Contemporary R&B, Dance-Pop, Hip Hop, Pop, Pop Rap, Soul, Rap, Urban Contemporary, R&B, Atl Hip Hop, Balearic, and South Carolina Hip Hop."
Usher,"
 �
Usher
",Ziggo Dome,"Friday, April 25, 2025","Contemporary R&B, Dance-Pop, Hip Hop, Pop, Pop Rap, Soul, Rap, Urban Contemporary, R&B, Atl Hip Hop, Balearic, and South Carolina Hip Hop."
Pommelien Thijs,"
 �
Pommelien Thijs
",Paradiso Grote Zaal (Main Hall),"Friday, April 25, 2025","Pop, Belgian, Belgium, Nederlands, Nederlandstalig, and Kids."
Pommelien Thijs,"
 �
Pommelien Thijs
",Paradiso,"Friday, April 25, 2025","Pop, Belgian, Belgium, Nederlands, Nederlandstalig, and Kids."
Usher,"
 �
Usher
",Ziggo Dome,"Wednesday, April 23, 2025","Contemporary R&B, Dance-Pop, Hip Hop, Pop, Pop Rap, Soul, Rap, Urban Contemporary, R&B, Atl Hip Hop, Balearic, and South Carolina Hip Hop."
Usher,"
 �
Usher
",Ziggo Dome,"Tuesday, April 22, 2025","Contemporary R&B, Dance-Pop, Hip Hop, Pop, Pop Rap, Soul, Rap, Urban Contemporary, R&B, Atl Hip Hop, Balearic, and South Carolina Hip Hop."
Flemming,"
 �
Flemming
",Royal Theatre Carr� (Koninklijk Theater Carr�),"Tuesday, April 22, 2025","Indie, Pop, Dutch, and Dutch Pop."
Bouke & The Elvis Matters Band,"
 �
Bouke & The Elvis Matters Band
",Ziggo Dome,"Sunday, April 20, 2025","Blues, Country, Country Rock, Rasin, Soul, Southern Soul, Country Road, Instrumental Funk, Instrumental Soul, Classic Soul, Classic Country Pop, Memphis Soul, Traditional Blues, Kompa, and Haitian Dance."
Mark Ambor,"
 �
Mark Ambor
","The Max, Melkweg","Saturday, April 19, 2025","Folk, Indie, Indie Pop, Singer-Songwriter, Alternative, United States, and Singer-Songwriter Pop."
Mark Ambor,"
 �
Mark Ambor
",Melkweg,"Saturday, April 19, 2025","Folk, Indie, Indie Pop, Singer-Songwriter, Alternative, United States, and Singer-Songwriter Pop."
Mark Ambor,"
 �
Mark Ambor
","The Max, Melkweg","Friday, April 18, 2025","Folk, Indie, Indie Pop, Singer-Songwriter, Alternative, United States, and Singer-Songwriter Pop."
Mark Ambor,"
 �
Mark Ambor
",Melkweg,"Friday, April 18, 2025","Folk, Indie, Indie Pop, Singer-Songwriter, Alternative, United States, and Singer-Songwriter Pop."
Willemijn Verkaik,"
 �
Willemijn Verkaik
",DeLaMar Theatre,"Saturday, April 12, 2025","Musical, Texas Country, Female Vocalists, Dutch, and German Show Tunes."
Anna-Rose Clayton / TBA,"
 �
Anna-Rose Clayton
 �
TBA
","Paradiso Noord, Tolhuistuin","Friday, April 11, 2025",
Baby Lasagna,"
 �
Baby Lasagna
","The Max, Melkweg","Friday, April 11, 2025","House, Pop Punk, Rock, Singer-Songwriter, Techno, Croatian, and Croatia."
David Gray,"
 �
David Gray
",Royal Theatre Carr� (Koninklijk Theater Carr�),"Thursday, April 10, 2025","Alternative Rock, Contemporary Folk, Folk, Folk Rock, Indie, Indie Rock, Pop Rock, Rock, Singer-Songwriter, Alternative, British, Acoustic, Neo Mellow, Acoustic Pop, and Permanent Wave."
Iniko,"
 �
Iniko
",Melkweg,"Wednesday, April 09, 2025","Indie, Pop, Soul, Alternative, R&B, Alternative R&B, United States, and High Vibe."
Ladies of Soul / Candy Dulfer / The D� / Trijntje Oosterhuis / Berget Lewis / Edsilia Rombley / Giovanca / Shirma Rouse / Robin S / Sister Sledge,"
 �
Ladies of Soul
 �
Candy Dulfer
 �
The D�
 �
Trijntje Oosterhuis
 �
Berget Lewis
 �
Edsilia Rombley
 �
Giovanca
 �
Shirma Rouse
 �
Robin S
 �
Sister Sledge
",Ziggo Dome,"Saturday, April 05, 2025",
Ladies of Soul / Candy Dulfer / The D� / Trijntje Oosterhuis / Berget Lewis / Edsilia Rombley / Giovanca / Shirma Rouse / Sister Sledge / Robin S,"
 �
Ladies of Soul
 �
Candy Dulfer
 �
The D�
 �
Trijntje Oosterhuis
 �
Berget Lewis
 �
Edsilia Rombley
 �
Giovanca
 �
Shirma Rouse
 �
Sister Sledge
 �
Robin S
",Ziggo Dome,"Friday, April 04, 2025",
Ladies of,"
 �
Ladies of 
","Amsterdam, North Holland, Netherlands","Friday, April 04, 2025",
NEEVE,"
 �
NEEVE
",Melkweg,"Thursday, April 03, 2025","Indie, Pop, and Germany."
Larry Dean,"
 �
Larry Dean
",Boom Chicago,"Wednesday, April 02, 2025",Jazz Double Bass
Nemo,"
 �
Nemo
",Melkweg,"Tuesday, April 01, 2025","Electronic, Progressive Rock, Rock, French, Jewish Pop, and Idol Rock."
Nemo,"
 �
Nemo
","The Max, Melkweg","Tuesday, April 01, 2025","Electronic, Progressive Rock, Rock, French, Jewish Pop, and Idol Rock."
Lagum,"
 �
Lagum
",Melkweg,"Tuesday, April 01, 2025","Pop, Reggae, Rock, Brazil, Brazilian, Nova Mpb, and Belo Horizonte Indie."
Gregory Porter,"
 �
Gregory Porter
",Ziggo Dome,"Saturday, March 29, 2025","Blues, Contemporary Jazz, Gospel, Jazz, Jazz Pop, Neo Soul, Smooth Jazz, Soul, Vocal Jazz, Contemporary Vocal Jazz, and Belgian EDM."
The Dirty Daddies,"
 �
The Dirty Daddies
",AFAS Live,"Saturday, March 29, 2025",
Rats On Rafts,"
 �
Rats On Rafts
",Melkweg,"Saturday, March 29, 2025","Lo-Fi, Post-Punk, Dutch, Dutch Indie, Netherlands, Dutch Indie Rock, Rotterdam Indie, and Dutch Post-Punk."
The Coronas,"
 �
The Coronas
",Tolhuistuin,"Friday, March 28, 2025","Indie, Indie Rock, Rock, Alternative, Irish, and Irish Rock."
Chinese Man,"
 �
Chinese Man
",Melkweg,"Thursday, March 27, 2025","Electro Swing, Electronic, Electronica, Hip Hop, Nu Jazz, Trip Hop, Turntablism, French, Hip-Hop Experimental, New French Touch, and Rap Marseille."
Eloi Youssef / Kamerata Zuid,"
 �
Eloi Youssef
 �
Kamerata Zuid
",Concertgebouw,"Tuesday, March 25, 2025",
Bear's Den,"
 �
Bear's Den
",Royal Theatre Carr� (Koninklijk Theater Carr�),"Tuesday, March 25, 2025","Folk, Folk Pop, Indie, Indie Folk, Indie Rock, Acoustic, Neo Mellow, Stomp And Holler, UK Americana, and Stomp And Flutter."
The Dirty Daddies,"
 �
The Dirty Daddies
",AFAS Live,"Tuesday, March 25, 2025",
Tycho DJ Set,"
 �
Tycho DJ Set
",Melkweg,"Monday, March 24, 2025","Ambient, Chillout, Chillwave, Downtempo, Electronic, Electronica, IDM, Indietronica, Instrumental, Psychedelic, Intelligent Dance Music, and Modern Alternative Pop."
Bear�s Den,"
 �
Bear�s Den
",Royal Theatre Carr� (Koninklijk Theater Carr�),"Monday, March 24, 2025","Folk, Folk Pop, Folk Rock, Indie Folk, Indie Rock, British, Neo Mellow, Stomp And Holler, UK Americana, and Stomp And Flutter."
Sabrina Carpenter / RACHEL CHINOURI,"
 �
Sabrina Carpenter
 �
Rachel Chinouriri
",Ziggo Dome,"Sunday, March 23, 2025",
Alec Benjamin,"
 �
Alec Benjamin
",AFAS Live,"Friday, March 21, 2025","Alternative Pop, Alternative Rock, Electropop, Emo Pop, Indie, Indie Pop, Pop, Pop Rock, Singer-Songwriter, Alternative, Male Vocalists, Acoustic Pop, Alt Z, United States, Dream Smp, and Pov: Indie."
Oscar and the Wolf,"
 �
Oscar and the Wolf
",Ziggo Dome,"Thursday, March 20, 2025","Dream Pop, Indie, Pop, Belgian, Belgium, Belgian Indie, and Belgian Pop."
Alan Walker,"
 �
Alan Walker
",AFAS Live,"Thursday, March 20, 2025","Dance, EDM, Electro House, Electronic, Electropop, Future Bass, House, Pop, Progressive House, Tropical House, and Norwegian."
Dirty Loops,"
 �
Dirty Loops
",Melkweg,"Wednesday, March 19, 2025","Experimental, Funk, Jazz, Jazz Fusion, Jazz Pop, Jazz-Funk, Pop, Fusion, Electric Bass, and Modern Funk."
Warhaus,"
 �
Warhaus
",Royal Theatre Carr� (Koninklijk Theater Carr�),"Tuesday, March 18, 2025","Indie, Indie Rock, Rock, Belgian, Belgium, Belgian Indie, Dutch Indie, and Belgian Rock."
Muerdo,"
 �
Muerdo
",Melkweg,"Sunday, March 16, 2025","Folk, Reggae, Rock, Singer-Songwriter, Spanish, Latin Alternative, and Murcia Indie."
De Kift,"
 �
De Kift
",Melkweg,"Saturday, March 15, 2025","Indie, Punk, Alternative, Dutch, Dutch Indie, Netherlands, and Nederlandstalig."
MAKSIM (BE),"
 �
MAKSIM (BE)
",Melkweg,"Saturday, March 15, 2025","Classical Crossover, Dark Techno, Russian Techno, and Pianist."
Lambrini Girls,"
 �
Lambrini Girls
",Melkweg,"Friday, March 14, 2025","Garage Punk, Noise Rock, Post-Punk, Punk, Punk Rock, Queercore, Riot Grrrl, Rock, Female Vocalists, Egg Punk, and Crank Wave."
The Dead South,"
 �
The Dead South
",AFAS Live,"Wednesday, March 12, 2025","Americana, Bluegrass, Country, Folk, Folk Rock, Rock, Alt-Country, Canadian, Saskatchewan Indie, and Alt-Folk."
Dead South,"
 �
Dead South
",AFAS Live,"Wednesday, March 12, 2025","Americana, Bluegrass, Folk, Folk Rock, Rock, Saskatchewan Indie, Goth-Punk, and Alt-Folk."
Jamie xx,"
 �
Jamie xx
",AFAS Live,"Tuesday, March 11, 2025","Alternative Dance, Deep House, Dubstep, Electronic, Electronica, Future Garage, Indie Pop, Indietronica, New Rave, Pop Rap, UK Funky, UK Garage, UK Bass, Indie Soul, Post-Dubstep, and Hardcore Breaks."
